id,value
id_94,36.744468358888234
id_95,12.291044479346757
id_96,24.666026314991896
id_97,9.499801853475113
id_98,17.46230374723356
id_99,2.067705756927502
id_100,12.05469976329886
id_101,20.05525764661291
id_102,9.694479406860282
id_103,10.94719062151339
id_104,18.432545448724827
id_105,31.06589064136757
id_106,24.930196323316032
id_107,3.2006152646753137
id_108,4.266392241488397
id_109,61.64233496075057
id_110,37.96861366479395
id_111,11.98443971282882
id_112,21.837464082070163
id_113,10.505813782400441
id_114,12.097341341084064
id_115,18.702842263053316
id_116,20.112168320093783
id_117,9.504649303892531
id_118,13.911494211117818
id_119,15.303117073241273
id_120,66.42766300507091
id_121,21.662070709411914
id_122,30.0860949216281
id_123,19.99466696650149
id_124,5.184574159927948
id_125,30.164460318849333
id_126,7.89985288332565
id_127,16.27384605243696
id_128,22.445422837380846
id_129,48.97378110721367
id_130,16.648218342969912
id_131,16.62952318422246
id_132,46.63219133151537
id_133,11.71130461952746
id_134,11.464376493547995
id_135,2.0249591289375743
id_136,8.913281169653303
id_137,46.5919819207876
id_138,17.620236717199845
id_139,3.182031286394185
id_140,22.207297769537043
id_141,19.7544735746823
id_142,37.20084308416338
id_143,24.4831740020148
id_144,14.66958924273215
id_145,19.23070555977445
id_146,9.330491106915963
id_147,40.474597516513484
id_148,19.157534515555657
id_149,29.12329670285722
id_150,6.688767102831845
id_151,5.746900083722203
id_152,17.267005070827253
id_153,4.400592636275341
id_154,10.465808409534976
id_155,32.09043242088458
id_156,5.297916737170496
id_157,29.40009538854797
id_158,8.323130062511241
id_159,14.17702078160442
id_160,32.11477861728079
id_161,15.406539278324418
id_162,9.404555815456742
id_163,4.772268989047262
id_164,41.224066809017
id_165,24.60039688905253
id_166,-2.026027569227221
id_167,12.7641512469194
id_168,48.96273835445597
id_169,11.102622213747736
id_170,48.71093561209759
id_171,31.284905779934107
id_172,19.75311468725918
id_173,16.35030057663503
id_174,47.703542996575266
id_175,20.012184882789114
id_176,15.655816618697134
id_177,29.408704305005266
id_178,9.155285286935504
id_179,23.255294861721627
id_180,12.786498667402572
id_181,8.728571057235953
id_182,44.57661217831359
id_183,35.00514038040797
id_184,11.633500340895129
id_185,28.641297572010522
id_186,19.972675125757494
id_187,52.94053906090508
id_188,6.656832977898738
id_189,45.624258059579184
id_190,29.278265665107682
id_191,11.492212044648209
id_192,22.373257400474472
id_193,-0.3556566148083462
id_194,13.919991009237055
id_195,-0.32502040299839763
id_196,25.288424003998376
id_197,7.228003390439444
id_198,13.79967183306417
id_199,44.61935083751227
id_200,18.658693699156952
id_201,19.31128620848386
id_202,49.50577515387573
id_203,6.888868618206658
id_204,6.144217097105853
id_205,8.972211325623087
id_206,4.943860813818468
id_207,0.35015652858279367
id_208,98.0470434045034
id_209,15.74239104141375
id_210,13.91903718441164
id_211,10.213998275504576
id_212,27.985624033642488
id_213,27.5989787428337
id_214,13.555411213667925
id_215,27.075121033871458
id_216,60.859200803198696
id_217,-0.7385318209666067
id_218,9.70510590729127
id_219,23.885248700314854
id_220,11.665648292715783
id_221,8.870563131739795
id_222,88.78793991215196
id_223,9.280652402432446
id_224,12.085347016885981
id_225,50.683643274527924
id_226,12.430149860130452
id_227,14.500041464673746
id_228,6.561402904238033
id_229,3.539504361953618
id_230,36.398589178424274
id_231,8.935820839657076
id_232,42.189231244200435
id_233,33.608476996560356
id_234,19.972494099843175
id_235,30.948582952165772
id_236,52.48524691743155
id_237,31.074746679883404
id_238,10.378771638064695
id_239,14.64024145430621
