id,value
id_212,27.35834995388832
id_213,28.234498663809276
id_214,14.09481708487211
id_215,26.472997406529956
id_216,59.816551024397725
id_217,-0.45729675199730835
id_218,9.944822572862122
id_219,23.948307580812013
id_220,11.48590013477148
id_221,9.55720218444225
id_222,88.08322725510521
id_223,9.652986280264933
id_224,12.222989336900454
id_225,50.36674866902695
id_226,12.351733842459508
id_227,15.341237975794748
id_228,8.06490848022488
id_229,-0.22202005896047083
id_230,36.43247716068592
id_231,10.158552548582325
id_232,42.53195372245867
id_233,33.41819942522218
id_234,20.707044946370793
id_235,31.750817330137302
id_236,53.27373962675013
id_237,31.507278277426032
id_238,10.68043190433737
id_239,14.2392671738866
